t,action,id,from,to
1118,1,38-88-38,38-88,38
1118,1,38-88-88,38-88,88
1118,1,38-88-519,38-88,519
1119,0,109-531-179,109-531,179
1119,0,109-531-109,109-531,109
1119,0,109-531-531,109-531,531
1120,1,109-531-109,109-531,109
1120,1,109-531-531,109-531,531
1120,1,109-531-179,109-531,179
1121,0,524-73-531,524-73,531
1121,0,524-73-524,524-73,524
1121,0,524-73-73,524-73,73
1122,1,530-73-530,530-73,530
1122,1,530-73-73,530-73,73
1122,1,530-73-531,530-73,531
1123,0,527-519-189,527-519,189
1123,0,527-519-527,527-519,527
1123,0,527-519-519,527-519,519
1124,0,541-92-527,541-92,527
1124,0,541-92-541,541-92,541
1124,0,541-92-92,541-92,92
1124,1,119-169-189,119-169,189
1125,0,119-169-207,119-169,207
1126,1,119-169-207,119-169,207
1127,0,532-533-224,532-533,224
1127,0,532-533-532,532-533,532
1127,0,532-533-533,532-533,533
1128,0,526-538-532,526-538,532
1128,0,526-538-526,526-538,526
1128,0,526-538-538,526-538,538
1128,1,119-533-119,119-533,119
1128,1,119-533-533,119-533,533
1128,1,119-533-224,119-533,224
1129,0,23-65-533,23-65,533
1129,0,23-65-23,23-65,23
1129,0,23-65-65,23-65,65
1130,1,532-94-532,532-94,532
1130,1,532-94-94,532-94,94
1130,1,532-94-533,532-94,533
